Customer_ID,Gender,Age,Marital_status,Children,Tenure_months,Monthly_charges,Total_charges,Phone,Internet,Contract,Paperless_billing,Payment_method,Churn
3931,Male,52,0,NULL,72,84.45,6033.1,Yes,DSL,Biyearly,No,Mailed check,No
3932,Female,25,1,0,5,24.3,132.25,Yes,No,Monthly,Yes,Mailed check,No
3933,Male,72,NULL,1,52,30.1,1623.4,No,DSL,Yearly,No,Mailed check,No
3934,Male,54,NULL,1,13,61.8,750.1,Yes,DSL,Monthly,No,Bank transfer (automatic),No
3935,Male,79,1,NULL,22,20.3,475.1,Yes,No,Yearly,No,Mailed check,No
3936,Female,41,1,0,38,20.05,678.2,Yes,No,Yearly,No,Mailed check,No
3937,Male,29,NULL,NULL,67,103.15,6895.5,Yes,Fiber,Biyearly,No,Bank transfer (automatic),No
3938,Female,23,NULL,NULL,31,49.85,1520.1,No,DSL,Biyearly,Yes,Bank transfer (automatic),No
3939,Female,61,NULL,1,60,97.2,5611.75,Yes,Fiber,Biyearly,Yes,Electronic check,No
3940,Male,39,NULL,NULL,63,71.5,4576.3,Yes,DSL,Yearly,No,Electronic check,No
3941,Male,22,NULL,0,20,55,1165.55,No,DSL,Monthly,Yes,Credit card (automatic),No
3942,Male,73,NULL,0,64,19.7,1274.05,Yes,No,Biyearly,Yes,Bank transfer (automatic),No
3943,Male,22,0,NULL,19,19.8,344.5,Yes,No,Yearly,No,Mailed check,No
3944,Female,28,NULL,1,15,75.35,1114.55,Yes,Fiber,Monthly,No,Bank transfer (automatic),No
3945,Male,37,0,1,12,73.75,871.4,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
3946,Male,45,NULL,1,47,84.95,4018.05,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
3947,Male,39,0,1,16,94.25,1483.25,Yes,Fiber,Monthly,Yes,Electronic check,Yes
3948,Female,24,NULL,1,40,54.55,2236.2,No,DSL,Yearly,Yes,Bank transfer (automatic),No
3949,Female,64,1,1,68,20.05,1386.9,Yes,No,Biyearly,No,Bank transfer (automatic),No
3950,Male,41,1,NULL,72,113.8,7845.8,Yes,Fiber,Biyearly,No,Bank transfer (automatic),No
3951,Female,29,1,NULL,4,45.3,196.95,Yes,DSL,Monthly,Yes,Mailed check,Yes
3952,Male,50,NULL,NULL,9,70.5,597.9,Yes,Fiber,Monthly,Yes,Electronic check,No
3953,Male,57,1,NULL,30,21.25,711.9,Yes,No,Biyearly,No,Mailed check,No
3954,Male,48,1,NULL,44,54.3,2390.45,No,DSL,Biyearly,No,Bank transfer (automatic),No
3955,Male,54,0,NULL,32,64.85,2010.95,Yes,DSL,Yearly,Yes,Bank transfer (automatic),No
3956,Female,46,0,0,6,91.1,455.3,Yes,Fiber,Monthly,Yes,Electronic check,Yes
3957,Male,47,NULL,0,59,110.15,6448.05,Yes,Fiber,Yearly,Yes,Electronic check,Yes
3958,Female,60,NULL,NULL,34,67.65,2339.3,Yes,DSL,Biyearly,No,Credit card (automatic),No
3959,Male,58,1,NULL,22,100.65,2415.95,Yes,Fiber,Monthly,Yes,Electronic check,No
3960,Male,68,0,0,47,59.6,2754,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
3961,Female,42,0,NULL,68,25.8,1911.5,Yes,No,Biyearly,No,Credit card (automatic),No
3962,Female,45,0,NULL,40,79.2,3233.85,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
3963,Male,30,1,NULL,7,19.45,165.35,Yes,No,Biyearly,No,Mailed check,No
3964,Female,24,0,1,72,109.25,8109.8,Yes,Fiber,Yearly,Yes,Electronic check,Yes
3965,Male,80,0,NULL,11,79.5,868.5,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
3966,Female,48,1,NULL,20,60,1259.35,Yes,DSL,Monthly,Yes,Electronic check,No
3967,Male,34,1,NULL,1,20.3,20.3,Yes,No,Monthly,No,Mailed check,No
3968,Female,38,1,NULL,7,78.5,571.05,Yes,DSL,Monthly,Yes,Electronic check,No
3969,Female,35,NULL,0,47,39.65,1798.65,No,DSL,Yearly,No,Credit card (automatic),No
3970,Female,73,1,0,70,64.55,4504.9,No,DSL,Biyearly,No,Bank transfer (automatic),No
3971,Male,77,0,NULL,35,20.5,759.35,Yes,No,Biyearly,No,Bank transfer (automatic),No
3972,Female,79,1,NULL,65,25.3,1748.55,Yes,No,Biyearly,Yes,Bank transfer (automatic),No
3973,Female,57,0,NULL,65,104.3,6725.3,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
3974,Female,69,1,0,1,70.15,70.15,Yes,Fiber,Monthly,Yes,Mailed check,Yes
3975,Male,27,1,NULL,71,108.55,7616,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
3976,Female,23,1,0,12,89.75,1052.4,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
3977,Male,66,1,1,1,20.05,20.05,Yes,No,Monthly,No,Mailed check,Yes
3978,Male,77,0,0,54,65.25,3529.95,Yes,DSL,Yearly,No,Bank transfer (automatic),No
3979,Female,23,1,NULL,42,20.35,869.9,Yes,No,Monthly,No,Credit card (automatic),No
3980,Male,64,1,1,68,105.3,7299.65,Yes,Fiber,Monthly,Yes,Electronic check,Yes
3981,Male,79,NULL,NULL,20,84.35,1745.2,Yes,Fiber,Monthly,Yes,Electronic check,No
3982,Female,28,NULL,NULL,19,89.1,1620.8,Yes,Fiber,Monthly,Yes,Electronic check,No
3983,Female,64,1,0,16,96.15,1529.2,Yes,Fiber,Monthly,Yes,Electronic check,Yes
3984,Male,52,0,0,3,35.1,101.1,No,DSL,Monthly,No,Mailed check,No
3985,Female,24,1,1,71,87.95,6365.35,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
3986,Male,52,0,1,58,20.75,1185.95,Yes,No,Biyearly,No,Mailed check,No
3987,Female,75,1,NULL,21,53.15,1183.2,No,DSL,Biyearly,No,Mailed check,No
3988,Female,36,1,1,21,44.95,926.25,Yes,DSL,Monthly,Yes,Electronic check,No
3989,Male,44,NULL,1,46,85,3969.4,Yes,Fiber,Monthly,No,Electronic check,Yes
3990,Male,58,NULL,0,19,83.65,1465.75,Yes,Fiber,Monthly,Yes,Electronic check,Yes
3991,Male,71,NULL,1,35,89.2,3251.3,Yes,Fiber,Yearly,Yes,Electronic check,No
3992,Female,73,1,1,12,100.15,1164.3,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
3993,Female,71,0,0,54,20.5,1035.7,Yes,No,Biyearly,Yes,Mailed check,No
3994,Male,45,NULL,0,47,19.9,942.95,Yes,No,Yearly,No,Bank transfer (automatic),No
3995,Male,50,NULL,0,70,114.95,7711.25,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),No
3996,Male,41,NULL,1,1,33.6,33.6,No,DSL,Monthly,No,Mailed check,No
3997,Female,50,1,NULL,35,20.75,700.45,Yes,No,Yearly,No,Mailed check,No
3998,Male,63,1,0,1,44,44,Yes,DSL,Monthly,No,Electronic check,No
3999,Male,32,0,NULL,21,19.8,350.1,Yes,No,Yearly,No,Mailed check,No
4000,Female,54,1,NULL,2,20.1,39.8,Yes,No,Monthly,No,Mailed check,No
4001,Female,39,NULL,0,35,24.15,812.5,No,DSL,Monthly,No,Electronic check,No
4002,Female,65,NULL,0,15,55.7,899.8,Yes,DSL,Monthly,Yes,Mailed check,Yes
4003,Female,54,1,1,54,20.1,1079.45,Yes,No,Biyearly,No,Mailed check,No
4004,Male,22,0,1,28,64.4,1802.15,Yes,DSL,Monthly,No,Electronic check,No
4005,Male,27,NULL,NULL,72,65.55,4807.45,No,DSL,Biyearly,Yes,Bank transfer (automatic),No
4006,Male,22,0,NULL,66,19.7,1253.8,Yes,No,Biyearly,No,Bank transfer (automatic),No
4007,Female,31,NULL,1,59,99.5,5890,Yes,Fiber,Yearly,Yes,Electronic check,No
4008,Female,62,NULL,NULL,69,87.3,6055.55,Yes,Fiber,Yearly,No,Credit card (automatic),No
4009,Female,45,1,NULL,52,101.25,5301.1,Yes,Fiber,Yearly,No,Bank transfer (automatic),No
4010,Male,73,NULL,NULL,1,20.15,20.15,Yes,No,Monthly,No,Mailed check,Yes
4011,Male,71,NULL,1,71,73.35,5154.5,Yes,DSL,Biyearly,Yes,Credit card (automatic),No
4012,Female,66,NULL,1,2,59,114.15,Yes,DSL,Monthly,Yes,Electronic check,No
4013,Female,76,NULL,0,70,84.7,5991.05,Yes,DSL,Biyearly,No,Mailed check,No
4014,Female,69,NULL,1,12,49.85,552.1,No,DSL,Biyearly,No,Mailed check,No
4015,Male,74,0,0,14,19.65,228.65,Yes,No,Yearly,No,Mailed check,No
4016,Male,69,1,NULL,22,85.1,1873.7,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4017,Female,65,0,1,36,19.25,679.8,Yes,No,Yearly,Yes,Bank transfer (automatic),No
4018,Male,52,1,0,58,60.3,3563.8,Yes,DSL,Yearly,No,Credit card (automatic),Yes
4019,Male,71,0,0,2,75.7,189.2,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4020,Female,31,NULL,0,36,70.7,2511.95,Yes,DSL,Yearly,Yes,Mailed check,No
4021,Female,32,1,1,22,76,1783.6,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
4022,Female,64,NULL,0,30,86.45,2538.05,Yes,Fiber,Yearly,No,Electronic check,No
4023,Male,73,NULL,1,51,106.8,5498.8,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
4024,Female,58,NULL,0,43,50.2,2169.4,Yes,DSL,Monthly,No,Mailed check,No
4025,Female,53,1,1,68,83.65,5733.4,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
4026,Male,56,NULL,NULL,72,105.25,7609.75,Yes,Fiber,Biyearly,No,Bank transfer (automatic),No
4027,Male,71,0,1,1,45.7,45.7,Yes,DSL,Monthly,Yes,Mailed check,Yes
4028,Female,73,0,1,38,66.15,2522.4,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
4029,Male,33,0,1,3,100.95,329.95,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4030,Female,73,NULL,NULL,72,85.9,6110.75,Yes,DSL,Biyearly,Yes,Credit card (automatic),No
4031,Female,58,0,NULL,41,35.4,1412.4,No,DSL,Yearly,No,Credit card (automatic),No
4032,Male,43,1,NULL,40,85.05,3355.65,Yes,Fiber,Yearly,Yes,Electronic check,No
4033,Female,47,NULL,0,66,74.25,4859.25,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
4034,Female,33,1,NULL,69,73.7,4885.85,Yes,DSL,Yearly,No,Credit card (automatic),No
4035,Male,41,1,1,54,55,3092.65,Yes,DSL,Monthly,Yes,Credit card (automatic),Yes
4036,Male,70,NULL,1,1,19.45,19.45,Yes,No,Monthly,Yes,Mailed check,Yes
4037,Female,77,1,0,1,70.5,70.5,Yes,Fiber,Monthly,No,Electronic check,Yes
4038,Female,67,1,1,2,70,153.05,Yes,Fiber,Monthly,No,Bank transfer (automatic),Yes
4039,Female,80,0,0,61,20.25,1278.8,Yes,No,Biyearly,No,Credit card (automatic),No
4040,Female,28,NULL,1,57,58.75,3437.45,No,DSL,Monthly,Yes,Bank transfer (automatic),No
4041,Female,70,NULL,1,17,20.15,353.65,Yes,No,Yearly,No,Mailed check,No
4042,Female,57,NULL,0,14,18.8,255.55,Yes,No,Biyearly,No,Mailed check,No
4043,Male,21,0,0,6,18.95,110.15,Yes,No,Monthly,No,Mailed check,No
4044,Male,75,0,0,34,100.05,3480,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4045,Male,30,1,1,24,54.95,1348.5,Yes,DSL,Monthly,No,Electronic check,No
4046,Female,53,NULL,0,13,74.3,940.35,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4047,Female,22,0,1,18,50,892.7,Yes,DSL,Monthly,Yes,Mailed check,No
4048,Male,59,NULL,NULL,1,19.2,19.2,Yes,No,Monthly,No,Mailed check,No
4049,Female,70,NULL,0,41,104.4,4133.95,Yes,Fiber,Monthly,Yes,Electronic check,No
4050,Male,78,NULL,NULL,2,74.95,151.75,Yes,Fiber,Monthly,No,Electronic check,No
4051,Male,25,NULL,0,61,96.5,5673.7,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
4052,Male,41,1,1,1,20.2,20.2,Yes,No,Monthly,Yes,Mailed check,Yes
4053,Female,39,NULL,1,53,98.4,5149.5,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
4054,Male,70,1,NULL,67,64.55,4250.1,Yes,DSL,Biyearly,Yes,Bank transfer (automatic),No
4055,Male,57,1,0,31,25,789.2,No,DSL,Monthly,No,Credit card (automatic),No
4056,Male,52,NULL,1,15,19.65,332.65,Yes,No,Yearly,No,Mailed check,No
4057,Female,38,NULL,NULL,1,43.8,43.8,Yes,DSL,Monthly,No,Electronic check,No
4058,Female,24,1,NULL,1,71.25,71.25,Yes,Fiber,Monthly,Yes,Electronic check,No
4059,Female,46,1,NULL,72,92,6474.4,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
4060,Female,39,1,NULL,5,89.35,461.7,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4061,Male,25,1,NULL,46,60.75,2893.4,No,DSL,Biyearly,Yes,Bank transfer (automatic),No
4062,Male,38,NULL,0,1,93.55,93.55,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4063,Female,22,NULL,1,71,19.7,1415.85,Yes,No,Biyearly,No,Credit card (automatic),No
4064,Female,42,1,1,29,39.5,1082.75,No,DSL,Yearly,No,Credit card (automatic),No
4065,Male,22,1,0,56,89.7,4952.95,Yes,Fiber,Monthly,No,Mailed check,No
4066,Male,27,NULL,0,19,65.35,1231.85,Yes,DSL,Yearly,Yes,Bank transfer (automatic),No
4067,Male,24,NULL,NULL,11,72.9,818.45,Yes,Fiber,Monthly,No,Electronic check,No
4068,Female,45,0,NULL,58,68.4,3972.25,Yes,DSL,Yearly,Yes,Electronic check,No
4069,Female,62,NULL,NULL,18,95.95,1745.5,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
4070,Female,79,NULL,NULL,61,88.1,5526.75,Yes,DSL,Biyearly,No,Mailed check,No
4071,Female,31,1,NULL,9,65,663.05,Yes,DSL,Monthly,No,Mailed check,Yes
4072,Male,38,NULL,1,72,20.8,1521.2,Yes,No,Biyearly,Yes,Mailed check,No
4073,Male,73,NULL,1,19,25.35,566.1,No,DSL,Monthly,Yes,Credit card (automatic),No
4074,Male,75,0,1,2,80.95,171.15,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4075,Male,80,NULL,1,53,73.9,3958.25,Yes,DSL,Biyearly,Yes,Bank transfer (automatic),No
4076,Male,72,NULL,0,16,19.75,294.9,Yes,No,Monthly,No,Credit card (automatic),No
4077,Male,31,NULL,NULL,1,84.8,84.8,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4078,Male,22,1,1,37,98.8,3475.55,Yes,Fiber,Monthly,No,Bank transfer (automatic),Yes
4079,Male,64,NULL,1,1,80.3,80.3,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4080,Male,24,1,NULL,18,25.55,467.85,No,DSL,Monthly,No,Credit card (automatic),No
4081,Female,23,NULL,0,55,85.1,4657.95,Yes,DSL,Biyearly,Yes,Bank transfer (automatic),No
4082,Male,27,1,NULL,4,74.35,265.35,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4083,Female,63,NULL,1,70,109.5,7674.55,Yes,Fiber,Yearly,Yes,Electronic check,Yes
4084,Female,71,NULL,NULL,1,24.6,24.6,No,DSL,Monthly,No,Electronic check,Yes
4085,Male,68,1,1,32,69.75,2347.9,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
4086,Female,61,NULL,NULL,53,94,4871.45,Yes,Fiber,Yearly,Yes,Electronic check,No
4087,Female,54,0,NULL,34,56.25,1765.95,No,DSL,Monthly,Yes,Electronic check,No
4088,Female,76,NULL,NULL,1,24.4,24.4,No,DSL,Monthly,No,Mailed check,No
4089,Male,62,NULL,NULL,72,84.8,6141.65,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
4090,Male,65,1,NULL,5,25.9,135,Yes,No,Monthly,Yes,Bank transfer (automatic),Yes
4091,Male,62,NULL,1,27,79.5,2180.55,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4092,Male,47,0,NULL,15,93.35,1444.65,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4093,Female,51,NULL,NULL,8,68.55,564.35,Yes,DSL,Monthly,Yes,Electronic check,No
4094,Female,28,NULL,NULL,12,43.8,540.95,Yes,DSL,Monthly,No,Bank transfer (automatic),No
4095,Female,73,NULL,0,59,93.35,5386.5,Yes,Fiber,Monthly,No,Electronic check,No
4096,Female,46,0,1,11,104.05,1133.65,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
4097,Male,29,NULL,1,3,90.7,237.65,Yes,Fiber,Monthly,No,Mailed check,No
4098,Female,61,1,1,70,115.15,8250,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
4099,Male,71,NULL,NULL,66,100.05,6871.9,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
4100,Male,42,1,0,39,45.05,1790.6,No,DSL,Yearly,No,Bank transfer (automatic),No
4101,Female,50,NULL,NULL,49,61.75,3024.15,Yes,DSL,Monthly,No,Bank transfer (automatic),No
4102,Female,48,NULL,NULL,2,20.3,31.9,Yes,No,Yearly,No,Mailed check,No
4103,Female,24,NULL,1,16,100.7,1522.7,Yes,Fiber,Monthly,No,Bank transfer (automatic),No
4104,Female,58,1,NULL,11,20.3,246.3,Yes,No,Monthly,No,Bank transfer (automatic),No
4105,Male,80,0,1,12,49.2,571.15,Yes,DSL,Monthly,Yes,Electronic check,No
4106,Male,26,NULL,NULL,46,20.2,845.6,Yes,No,Yearly,Yes,Bank transfer (automatic),No
4107,Male,35,1,NULL,6,19.65,100.9,Yes,No,Monthly,No,Mailed check,No
4108,Male,34,0,1,37,62.8,2278.75,Yes,DSL,Biyearly,Yes,Credit card (automatic),No
4109,Female,55,NULL,NULL,15,89.85,1424.95,Yes,Fiber,Monthly,No,Electronic check,Yes
4110,Male,69,NULL,NULL,48,70.55,3420.5,Yes,DSL,Yearly,Yes,Credit card (automatic),No
4111,Male,43,NULL,NULL,25,19.9,510.8,Yes,No,Yearly,No,Credit card (automatic),No
4112,Male,35,NULL,NULL,18,19.8,342.3,Yes,No,Yearly,No,Bank transfer (automatic),No
4113,Male,72,1,NULL,71,82.55,5832.65,Yes,DSL,Biyearly,Yes,Electronic check,No
4114,Female,42,0,1,1,70.9,70.9,Yes,Fiber,Monthly,No,Mailed check,Yes
4115,Male,49,0,NULL,59,85.55,5084.65,Yes,Fiber,Yearly,No,Electronic check,Yes
4116,Female,29,NULL,NULL,9,74.75,706.6,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4117,Female,57,NULL,NULL,3,31,95.05,No,DSL,Monthly,Yes,Mailed check,Yes
4118,Male,26,0,NULL,27,100.5,2673.45,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
4119,Male,68,NULL,1,32,93.95,2861.45,Yes,Fiber,Monthly,Yes,Mailed check,No
4120,Female,69,1,NULL,1,70.6,70.6,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4121,Female,54,NULL,NULL,70,19.45,1303.5,Yes,No,Biyearly,No,Bank transfer (automatic),No
4122,Male,22,NULL,0,5,71.45,371.6,Yes,Fiber,Monthly,Yes,Mailed check,No
4123,Female,34,NULL,0,16,49.95,810.2,No,DSL,Monthly,Yes,Electronic check,Yes
4124,Female,74,1,NULL,9,75.2,633.85,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
4125,Male,70,NULL,1,72,99.4,7285.7,Yes,Fiber,Biyearly,Yes,Electronic check,No
4126,Female,62,1,0,20,19.35,433.75,Yes,No,Yearly,Yes,Credit card (automatic),No
4127,Female,51,0,0,48,25.05,1171.5,Yes,No,Yearly,No,Credit card (automatic),No
4128,Male,75,1,0,5,90.35,434.5,Yes,Fiber,Monthly,Yes,Mailed check,No
4129,Female,30,0,1,9,59.5,530.05,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
4130,Male,61,0,1,72,68.4,4855.35,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
4131,Female,59,0,1,16,100,1534.75,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4132,Male,75,1,NULL,1,20.4,20.4,Yes,No,Yearly,No,Mailed check,No
4133,Female,37,1,NULL,67,109.7,7344.45,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
4134,Male,53,1,0,27,19.15,537.35,Yes,No,Monthly,No,Mailed check,No
4135,Male,76,NULL,1,38,95,3605.6,Yes,Fiber,Yearly,No,Bank transfer (automatic),No
4136,Female,43,1,NULL,41,24.85,962.25,Yes,No,Yearly,Yes,Mailed check,No
4137,Female,50,NULL,0,31,91.15,2995.45,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4138,Male,22,0,0,20,94.55,1899.65,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4139,Male,58,NULL,NULL,4,44.55,174.3,No,DSL,Monthly,Yes,Electronic check,Yes
4140,Female,39,1,1,72,115.75,8443.7,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
4141,Male,26,0,1,65,109.05,7108.2,Yes,Fiber,Biyearly,Yes,Electronic check,No
4142,Male,72,1,0,2,89.55,185.55,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
4143,Male,40,NULL,1,60,79,4801.1,Yes,DSL,Yearly,No,Mailed check,No
4144,Female,53,1,NULL,71,80.45,5662.25,Yes,DSL,Biyearly,Yes,Bank transfer (automatic),No
4145,Male,70,NULL,NULL,12,53.65,696.35,Yes,DSL,Yearly,No,Credit card (automatic),Yes
4146,Female,65,NULL,NULL,27,20.55,583.3,Yes,No,Yearly,Yes,Mailed check,No
4147,Female,57,NULL,NULL,52,39.1,1982.1,No,DSL,Biyearly,No,Mailed check,No
4148,Male,70,NULL,NULL,53,62.85,3419.5,Yes,DSL,Yearly,No,Credit card (automatic),No
4149,Female,21,1,1,33,100,3320.6,Yes,Fiber,Monthly,Yes,Electronic check,No
4150,Female,24,1,0,24,78.4,1832.4,Yes,DSL,Yearly,No,Electronic check,No
4151,Female,22,1,1,1,79.7,79.7,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4152,Male,44,0,1,10,29.5,255.25,No,DSL,Monthly,No,Mailed check,Yes
4153,Male,51,0,NULL,63,109.2,7049.75,Yes,Fiber,Biyearly,No,Credit card (automatic),No
4154,Female,47,0,1,50,103.05,5153.5,Yes,Fiber,Yearly,No,Mailed check,No
4155,Male,29,NULL,NULL,31,25.75,755.6,Yes,No,Biyearly,No,Mailed check,No
4156,Female,29,NULL,NULL,34,65,2157.5,Yes,DSL,Monthly,No,Mailed check,No
4157,Male,55,NULL,0,17,64.8,1175.6,Yes,DSL,Yearly,No,Mailed check,No
4158,Male,33,NULL,1,1,45.6,45.6,Yes,DSL,Monthly,No,Mailed check,No
4159,Female,72,NULL,1,70,69.2,4872.35,Yes,DSL,Biyearly,Yes,Credit card (automatic),No
4160,Male,73,NULL,NULL,11,80.5,896.9,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
4161,Female,37,1,0,17,94.2,1608.15,Yes,Fiber,Monthly,Yes,Electronic check,No
4162,Male,74,NULL,0,17,44.6,681.4,Yes,DSL,Yearly,No,Mailed check,No
4163,Male,61,1,1,1,99.75,99.75,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4164,Male,70,1,NULL,27,53.8,1389.85,Yes,DSL,Monthly,Yes,Electronic check,No
4165,Female,23,1,NULL,51,56.4,2928.5,No,DSL,Yearly,Yes,Credit card (automatic),No
4166,Male,58,0,1,42,19.35,867.3,Yes,No,Biyearly,No,Mailed check,No
4167,Male,21,NULL,0,2,44.65,74.9,Yes,DSL,Monthly,No,Mailed check,Yes
4168,Female,59,1,NULL,5,19.65,92.05,Yes,No,Monthly,Yes,Credit card (automatic),No
4169,Male,69,NULL,0,29,45.9,1332.4,No,DSL,Monthly,Yes,Electronic check,No
4170,Male,65,NULL,1,3,19.8,58.15,Yes,No,Monthly,Yes,Mailed check,Yes
4171,Male,59,1,NULL,63,105.4,6713.2,Yes,Fiber,Monthly,No,Electronic check,No
4172,Male,59,1,1,64,19.55,1240.15,Yes,No,Biyearly,No,Mailed check,No
4173,Male,76,1,0,70,78.35,5445.95,Yes,DSL,Yearly,No,Bank transfer (automatic),No
4174,Male,63,1,0,2,69.8,146.65,Yes,Fiber,Monthly,Yes,Electronic check,No
4175,Female,43,0,NULL,23,79.15,1676.95,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4176,Female,40,1,0,20,79.15,1520.9,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4177,Female,42,1,NULL,69,95.65,6744.2,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
4178,Female,75,1,1,22,26.25,605.9,Yes,No,Biyearly,No,Mailed check,No
4179,Female,38,NULL,NULL,40,96.35,3915.4,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
4180,Female,27,0,1,6,19.5,106.8,Yes,No,Monthly,No,Bank transfer (automatic),No
4181,Female,54,NULL,1,26,89.15,2277.65,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4182,Male,68,1,NULL,1,71.55,71.55,Yes,Fiber,Monthly,Yes,Mailed check,Yes
4183,Male,25,1,0,47,103.1,4889.3,Yes,Fiber,Yearly,Yes,Electronic check,No
4184,Female,22,NULL,1,47,70.55,3309.25,Yes,Fiber,Monthly,No,Bank transfer (automatic),Yes
4185,Male,42,NULL,1,67,101.4,6841.05,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
4186,Male,26,1,1,12,99.95,1132.75,Yes,Fiber,Monthly,Yes,Mailed check,Yes
4187,Male,35,NULL,NULL,20,90.7,1781.35,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
4188,Female,24,NULL,1,2,19.95,38.15,Yes,No,Monthly,No,Mailed check,No
4189,Female,47,0,1,67,75.5,5229.45,Yes,DSL,Biyearly,Yes,Electronic check,No
4190,Male,74,0,0,22,83.05,1799.3,Yes,Fiber,Monthly,No,Electronic check,No
4191,Male,68,NULL,0,70,20.05,1360.25,Yes,No,Biyearly,No,Credit card (automatic),No
4192,Female,54,NULL,0,53,20.9,1146.05,Yes,No,Biyearly,No,Mailed check,No
4193,Male,22,NULL,0,25,81.75,2028.8,Yes,DSL,Monthly,No,Bank transfer (automatic),No
4194,Female,78,1,NULL,40,80.75,3208.65,Yes,DSL,Yearly,Yes,Mailed check,No
4195,Male,25,NULL,0,37,36.65,1315,No,DSL,Monthly,No,Electronic check,No
4196,Female,26,1,1,35,55.6,2016.45,Yes,DSL,Yearly,No,Credit card (automatic),No
4197,Male,39,1,1,63,74.5,4674.55,Yes,DSL,Biyearly,No,Credit card (automatic),No
4198,Male,69,0,NULL,26,44.65,1156.55,No,DSL,Monthly,Yes,Bank transfer (automatic),No
4199,Female,21,1,0,61,65.2,3965.05,Yes,DSL,Yearly,Yes,Electronic check,No
4200,Male,75,1,1,12,49.05,593.05,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
4201,Male,67,NULL,NULL,23,90,2024.1,Yes,Fiber,Monthly,Yes,Electronic check,No
4202,Female,33,1,NULL,42,99,4135,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
4203,Female,24,0,0,48,45.55,2108.35,No,DSL,Monthly,No,Credit card (automatic),No
4204,Male,26,0,NULL,1,81.7,81.7,Yes,Fiber,Monthly,Yes,Electronic check,Yes
4205,Male,49,0,0,72,69.65,4908.25,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
4206,Female,75,NULL,1,1,45.3,45.3,Yes,DSL,Monthly,No,Mailed check,No
